LeetCode No,Problem Title,Level,Tags,Acceptance,URL
574, Winning Candidate,Medium,Database,58.7,https://leetcode.com/problems/winning-candidate
575, Distribute Candies,Easy,ArrayHash Table,65.7,https://leetcode.com/problems/distribute-candies
576, Out of Boundary Paths,Medium,Dynamic Programming,40.2,https://leetcode.com/problems/out-of-boundary-paths
577, Employee Bonus,Easy,Database,74.9,https://leetcode.com/problems/employee-bonus
578, Get Highest Answer Rate Question,Medium,Database,42.6,https://leetcode.com/problems/get-highest-answer-rate-question
579, Find Cumulative Salary of an Employee,Hard,Database,43.5,https://leetcode.com/problems/find-cumulative-salary-of-an-employee
580, Count Student Number in Departments,Medium,Database,57.1,https://leetcode.com/problems/count-student-number-in-departments
581, Shortest Unsorted Continuous Subarray,Medium,ArrayTwo PointersStack3+,36,https://leetcode.com/problems/shortest-unsorted-continuous-subarray
582, Kill Process,Medium,ArrayHash TableTree2+,67.3,https://leetcode.com/problems/kill-process
583, Delete Operation for Two Strings,Medium,StringDynamic Programming,56.2,https://leetcode.com/problems/delete-operation-for-two-strings
584, Find Customer Referee,Easy,Database,76.5,https://leetcode.com/problems/find-customer-referee
585, Investments in 2016,Medium,Database,54.5,https://leetcode.com/problems/investments-in-2016
586, Customer Placing the Largest Number of Orders,Easy,Database,73.9,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders
587, Erect the Fence,Hard,ArrayMathGeometry,43.2,https://leetcode.com/problems/erect-the-fence
588, Design In-Memory File System,Hard,Hash TableStringDesign1+,48.5,https://leetcode.com/problems/design-in-memory-file-system
589, N-ary Tree Preorder Traversal,Easy,StackTreeDepth-First Search,76.2,https://leetcode.com/problems/n-ary-tree-preorder-traversal
590, N-ary Tree Postorder Traversal,Easy,StackTreeDepth-First Search,76.3,https://leetcode.com/problems/n-ary-tree-postorder-traversal
591, Tag Validator,Hard,StringStack,36.6,https://leetcode.com/problems/tag-validator
592, Fraction Addition and Subtraction,Medium,MathStringSimulation,51.8,https://leetcode.com/problems/fraction-addition-and-subtraction
593, Valid Square,Medium,MathGeometry,43.9,https://leetcode.com/problems/valid-square
594, Longest Harmonious Subsequence,Easy,ArrayHash TableSorting,52.8,https://leetcode.com/problems/longest-harmonious-subsequence
595, Big Countries,Easy,Database,75.7,https://leetcode.com/problems/big-countries
596, Classes More Than 5 Students,Easy,Database,43.6,https://leetcode.com/problems/classes-more-than-5-students
597, Friend Requests I: Overall Acceptance Rate,Easy,Database,42.6,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate
598, Range Addition II,Easy,ArrayMath,54.8,https://leetcode.com/problems/range-addition-ii
599, Minimum Index Sum of Two Lists,Easy,ArrayHash TableString,52.7,https://leetcode.com/problems/minimum-index-sum-of-two-lists
600, Non-negative Integers without Consecutive Ones,Hard,Dynamic Programming,38.8,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones
601, Human Traffic of Stadium,Hard,Database,49.8,https://leetcode.com/problems/human-traffic-of-stadium
602, Friend Requests II: Who Has the Most Friends,Medium,Database,60.9,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends
603, Consecutive Available Seats,Easy,Database,67.8,https://leetcode.com/problems/consecutive-available-seats
604, Design Compressed String Iterator,Easy,ArrayHash TableString2+,39.2,https://leetcode.com/problems/design-compressed-string-iterator
605, Can Place Flowers,Easy,ArrayGreedy,33.1,https://leetcode.com/problems/can-place-flowers
606, Construct String from Binary Tree,Easy,StringTreeDepth-First Search1+,57.8,https://leetcode.com/problems/construct-string-from-binary-tree
607, Sales Person,Easy,Database,70.1,https://leetcode.com/problems/sales-person
608, Tree Node,Medium,Database,73.5,https://leetcode.com/problems/tree-node
609, Find Duplicate File in System,Medium,ArrayHash TableString,63.9,https://leetcode.com/problems/find-duplicate-file-in-system
610, Triangle Judgement,Easy,Database,70.9,https://leetcode.com/problems/triangle-judgement
611, Valid Triangle Number,Medium,ArrayTwo PointersBinary Search2+,49.8,https://leetcode.com/problems/valid-triangle-number
612, Shortest Distance in a Plane,Medium,Database,63.1,https://leetcode.com/problems/shortest-distance-in-a-plane
613, Shortest Distance in a Line,Easy,Database,81.3,https://leetcode.com/problems/shortest-distance-in-a-line
614, Second Degree Follower,Medium,Database,35.9,https://leetcode.com/problems/second-degree-follower
615, Average Salary: Departments VS Company,Hard,Database,56.6,https://leetcode.com/problems/average-salary-departments-vs-company
616, Add Bold Tag in String,Medium,ArrayHash TableString2+,48.4,https://leetcode.com/problems/add-bold-tag-in-string
617, Merge Two Binary Trees,Easy,TreeDepth-First Search2+,78,https://leetcode.com/problems/merge-two-binary-trees
618, Students Report By Geography,Hard,Database,63.7,https://leetcode.com/problems/students-report-by-geography
619, Biggest Single Number,Easy,Database,47.7,https://leetcode.com/problems/biggest-single-number
620, Not Boring Movies,Easy,Database,72.7,https://leetcode.com/problems/not-boring-movies
621, Task Scheduler,Medium,ArrayHash TableGreedy3+,54.7,https://leetcode.com/problems/task-scheduler
622, Design Circular Queue,Medium,ArrayLinked ListDesign1+,48.8,https://leetcode.com/problems/design-circular-queue
623, Add One Row to Tree,Medium,TreeDepth-First Search2+,54,https://leetcode.com/problems/add-one-row-to-tree
624, Maximum Distance in Arrays,Medium,ArrayGreedy,41.6,https://leetcode.com/problems/maximum-distance-in-arrays
625, Minimum Factorization,Medium,MathGreedy,33.3,https://leetcode.com/problems/minimum-factorization
626, Exchange Seats,Medium,Database,69.6,https://leetcode.com/problems/exchange-seats
627, Swap Salary,Easy,Database,80.6,https://leetcode.com/problems/swap-salary
628, Maximum Product of Three Numbers,Easy,ArrayMathSorting,46.7,https://leetcode.com/problems/maximum-product-of-three-numbers
629, K Inverse Pairs Array,Hard,Dynamic Programming,37.3,https://leetcode.com/problems/k-inverse-pairs-array
630, Course Schedule III,Hard,ArrayGreedyHeap (Priority Queue),35.8,https://leetcode.com/problems/course-schedule-iii
631, Design Excel Sum Formula,Hard,GraphDesignTopological Sort,42.4,https://leetcode.com/problems/design-excel-sum-formula
632, Smallest Range Covering Elements from K Lists,Hard,ArrayHash TableGreedy3+,58.9,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
633, Sum of Square Numbers,Medium,MathTwo PointersBinary Search,34.7,https://leetcode.com/problems/sum-of-square-numbers
634, Find the Derangement of An Array,Medium,MathDynamic Programming,41.3,https://leetcode.com/problems/find-the-derangement-of-an-array
635, Design Log Storage System,Medium,Hash TableStringDesign1+,62.5,https://leetcode.com/problems/design-log-storage-system
636, Exclusive Time of Functions,Medium,ArrayStack,60.5,https://leetcode.com/problems/exclusive-time-of-functions
637, Average of Levels in Binary Tree,Easy,TreeDepth-First Search2+,68.9,https://leetcode.com/problems/average-of-levels-in-binary-tree
638, Shopping Offers,Medium,ArrayDynamic Programming4+,54.7,https://leetcode.com/problems/shopping-offers
639, Decode Ways II,Hard,StringDynamic Programming,30.4,https://leetcode.com/problems/decode-ways-ii
640, Solve the Equation,Medium,MathStringSimulation,43.3,https://leetcode.com/problems/solve-the-equation
641, Design Circular Deque,Medium,ArrayLinked ListDesign1+,57.3,https://leetcode.com/problems/design-circular-deque
642, Design Search Autocomplete System,Hard,StringDesignTrie1+,48.4,https://leetcode.com/problems/design-search-autocomplete-system
643, Maximum Average Subarray I,Easy,ArraySliding Window,43.6,https://leetcode.com/problems/maximum-average-subarray-i
644, Maximum Average Subarray II,Hard,ArrayBinary Search,35.4,https://leetcode.com/problems/maximum-average-subarray-ii
645, Set Mismatch,Easy,ArrayHash TableBit Manipulation1+,41.2,https://leetcode.com/problems/set-mismatch
646, Maximum Length of Pair Chain,Medium,ArrayDynamic ProgrammingGreedy1+,55.9,https://leetcode.com/problems/maximum-length-of-pair-chain
647, Palindromic Substrings,Medium,StringDynamic Programming,65.7,https://leetcode.com/problems/palindromic-substrings
648, Replace Words,Medium,ArrayHash TableString1+,62.1,https://leetcode.com/problems/replace-words
649, Dota2 Senate,Medium,StringGreedyQueue,40.1,https://leetcode.com/problems/dota2-senate
650, 2 Keys Keyboard,Medium,MathDynamic Programming,52.5,https://leetcode.com/problems/2-keys-keyboard
651, 4 Keys Keyboard,Medium,MathDynamic Programming,54.1,https://leetcode.com/problems/4-keys-keyboard
652, Find Duplicate Subtrees,Medium,Hash TableTreeDepth-First Search1+,56,https://leetcode.com/problems/find-duplicate-subtrees
653, Two Sum IV - Input is a BST,Easy,Hash TableTwo PointersTree4+,58.9,https://leetcode.com/problems/two-sum-iv-input-is-a-bst
654, Maximum Binary Tree,Medium,ArrayDivide and ConquerStack3+,83.8,https://leetcode.com/problems/maximum-binary-tree
655, Print Binary Tree,Medium,TreeDepth-First Search2+,60.3,https://leetcode.com/problems/print-binary-tree
656, Coin Path,Hard,ArrayDynamic Programming,31.3,https://leetcode.com/problems/coin-path
657, Robot Return to Origin,Easy,StringSimulation,75.1,https://leetcode.com/problems/robot-return-to-origin
658, Find K Closest Elements,Medium,ArrayTwo PointersBinary Search2+,44.6,https://leetcode.com/problems/find-k-closest-elements
659, Split Array into Consecutive Subsequences,Medium,ArrayHash TableGreedy1+,45.8,https://leetcode.com/problems/split-array-into-consecutive-subsequences
660, Remove 9,Hard,Math,56.4,https://leetcode.com/problems/remove-9
661, Image Smoother,Easy,ArrayMatrix,54.5,https://leetcode.com/problems/image-smoother
662, Maximum Width of Binary Tree,Medium,TreeDepth-First Search2+,40.3,https://leetcode.com/problems/maximum-width-of-binary-tree
663, Equal Tree Partition,Medium,TreeDepth-First SearchBinary Tree,41.3,https://leetcode.com/problems/equal-tree-partition
664, Strange Printer,Hard,StringDynamic Programming,46.4,https://leetcode.com/problems/strange-printer
665, Non-decreasing Array,Medium,Array,21.6,https://leetcode.com/problems/non-decreasing-array
666, Path Sum IV,Medium,ArrayTreeDepth-First Search1+,58.7,https://leetcode.com/problems/path-sum-iv
667, Beautiful Arrangement II,Medium,ArrayMath,59.4,https://leetcode.com/problems/beautiful-arrangement-ii
668, Kth Smallest Number in Multiplication Table,Hard,MathBinary Search,51.2,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table
669, Trim a Binary Search Tree,Medium,TreeDepth-First Search2+,66.3,https://leetcode.com/problems/trim-a-binary-search-tree
670, Maximum Swap,Medium,MathGreedy,47.6,https://leetcode.com/problems/maximum-swap
671, Second Minimum Node In a Binary Tree,Easy,TreeDepth-First SearchBinary Tree,43.8,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree
672, Bulb Switcher II,Medium,MathBit ManipulationDepth-First Search1+,50.7,https://leetcode.com/problems/bulb-switcher-ii
673, Number of Longest Increasing Subsequence,Medium,ArrayDynamic Programming2+,41.1,https://leetcode.com/problems/number-of-longest-increasing-subsequence
674, Longest Continuous Increasing Subsequence,Easy,Array,48.6,https://leetcode.com/problems/longest-continuous-increasing-subsequence
675, Cut Off Trees for Golf Event,Hard,ArrayBreadth-First Search2+,35.3,https://leetcode.com/problems/cut-off-trees-for-golf-event
676, Implement Magic Dictionary,Medium,Hash TableStringDesign1+,56.6,https://leetcode.com/problems/implement-magic-dictionary
677, Map Sum Pairs,Medium,Hash TableStringDesign1+,57,https://leetcode.com/problems/map-sum-pairs
678, Valid Parenthesis String,Medium,StringDynamic ProgrammingStack1+,33.4,https://leetcode.com/problems/valid-parenthesis-string
679, 24 Game,Hard,ArrayMathBacktracking,48.9,https://leetcode.com/problems/24-game
680, Valid Palindrome II,Easy,Two PointersStringGreedy,39.4,https://leetcode.com/problems/valid-palindrome-ii
681, Next Closest Time,Medium,StringEnumeration,46.4,https://leetcode.com/problems/next-closest-time
682, Baseball Game,Easy,ArrayStackSimulation,73.2,https://leetcode.com/problems/baseball-game
683, K Empty Slots,Hard,ArrayBinary Indexed Tree2+,36.7,https://leetcode.com/problems/k-empty-slots
684, Redundant Connection,Medium,Depth-First SearchBreadth-First Search2+,61.3,https://leetcode.com/problems/redundant-connection
685, Redundant Connection II,Hard,Depth-First SearchBreadth-First Search2+,33.8,https://leetcode.com/problems/redundant-connection-ii
686, Repeated String Match,Medium,StringString Matching,33.7,https://leetcode.com/problems/repeated-string-match
687, Longest Univalue Path,Medium,TreeDepth-First SearchBinary Tree,39.5,https://leetcode.com/problems/longest-univalue-path
688, Knight Probability in Chessboard,Medium,Dynamic Programming,51.6,https://leetcode.com/problems/knight-probability-in-chessboard
689, Maximum Sum of 3 Non-Overlapping Subarrays,Hard,ArrayDynamic Programming,48.6,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays
690, Employee Importance,Medium,Hash TableDepth-First Search1+,64.3,https://leetcode.com/problems/employee-importance
691, Stickers to Spell Word,Hard,ArrayStringDynamic Programming3+,46.7,https://leetcode.com/problems/stickers-to-spell-word
692, Top K Frequent Words,Medium,Hash TableStringTrie4+,54.5,https://leetcode.com/problems/top-k-frequent-words
693, Binary Number with Alternating Bits,Easy,Bit Manipulation,61,https://leetcode.com/problems/binary-number-with-alternating-bits
694, Number of Distinct Islands,Medium,Hash TableDepth-First Search3+,60.1,https://leetcode.com/problems/number-of-distinct-islands
695, Max Area of Island,Medium,ArrayDepth-First Search3+,70,https://leetcode.com/problems/max-area-of-island
696, Count Binary Substrings,Easy,Two PointersString,65.1,https://leetcode.com/problems/count-binary-substrings
697, Degree of an Array,Easy,ArrayHash Table,55.7,https://leetcode.com/problems/degree-of-an-array
698, Partition to K Equal Sum Subsets,Medium,ArrayDynamic Programming4+,43.4,https://leetcode.com/problems/partition-to-k-equal-sum-subsets
699, Falling Squares,Hard,ArraySegment TreeOrdered Set,44.1,https://leetcode.com/problems/falling-squares
700, Search in a Binary Search Tree,Easy,TreeBinary Search TreeBinary Tree,76.5,https://leetcode.com/problems/search-in-a-binary-search-tree
701, Insert into a Binary Search Tree,Medium,TreeBinary Search TreeBinary Tree,74.9,https://leetcode.com/problems/insert-into-a-binary-search-tree
702, Search in a Sorted Array of Unknown Size,Medium,ArrayBinary SearchInteractive,71,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size
703, Kth Largest Element in a Stream,Easy,TreeDesignBinary Search Tree3+,54.9,https://leetcode.com/problems/kth-largest-element-in-a-stream
704, Binary Search,Easy,ArrayBinary Search,55.2,https://leetcode.com/problems/binary-search
705, Design HashSet,Easy,ArrayHash TableLinked List2+,66.3,https://leetcode.com/problems/design-hashset
706, Design HashMap,Easy,ArrayHash TableLinked List2+,65.2,https://leetcode.com/problems/design-hashmap
707, Design Linked List,Medium,Linked ListDesign,27.1,https://leetcode.com/problems/design-linked-list
708, Insert into a Sorted Circular Linked List,Medium,Linked List,34.4,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list
709, To Lower Case,Easy,String,81.5,https://leetcode.com/problems/to-lower-case
710, Random Pick with Blacklist,Hard,Hash TableMathBinary Search2+,33.3,https://leetcode.com/problems/random-pick-with-blacklist
711, Number of Distinct Islands II,Hard,Hash TableDepth-First Search3+,51.2,https://leetcode.com/problems/number-of-distinct-islands-ii
712, Minimum ASCII Delete Sum for Two Strings,Medium,StringDynamic Programming,61.6,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings
713, Subarray Product Less Than K,Medium,ArraySliding Window,44.1,https://leetcode.com/problems/subarray-product-less-than-k
714, Best Time to Buy and Sell Stock with Transaction Fee,Medium,ArrayDynamic ProgrammingGreedy,62.6,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
715, Range Module,Hard,DesignSegment TreeOrdered Set,43.9,https://leetcode.com/problems/range-module
716, Max Stack,Easy,Linked ListStackDesign2+,45.2,https://leetcode.com/problems/max-stack
717, 1-bit and 2-bit Characters,Easy,Array,46.1,https://leetcode.com/problems/1-bit-and-2-bit-characters
718, Maximum Length of Repeated Subarray,Medium,ArrayBinary Search4+,51.4,https://leetcode.com/problems/maximum-length-of-repeated-subarray
719, Find K-th Smallest Pair Distance,Hard,ArrayTwo PointersBinary Search1+,35.3,https://leetcode.com/problems/find-k-th-smallest-pair-distance
720, Longest Word in Dictionary,Medium,ArrayHash TableString2+,51.2,https://leetcode.com/problems/longest-word-in-dictionary
721, Accounts Merge,Medium,ArrayStringDepth-First Search2+,56,https://leetcode.com/problems/accounts-merge
722, Remove Comments,Medium,ArrayString,37.5,https://leetcode.com/problems/remove-comments
723, Candy Crush,Medium,ArrayTwo PointersMatrix1+,75.4,https://leetcode.com/problems/candy-crush
724, Find Pivot Index,Easy,ArrayPrefix Sum,51.9,https://leetcode.com/problems/find-pivot-index
725, Split Linked List in Parts,Medium,Linked List,56.9,https://leetcode.com/problems/split-linked-list-in-parts
726, Number of Atoms,Hard,Hash TableStringStack1+,51.8,https://leetcode.com/problems/number-of-atoms
727, Minimum Window Subsequence,Hard,StringDynamic ProgrammingSliding Window,42.9,https://leetcode.com/problems/minimum-window-subsequence
728, Self Dividing Numbers,Easy,Math,77.1,https://leetcode.com/problems/self-dividing-numbers
729, My Calendar I,Medium,DesignSegment TreeOrdered Set,55.3,https://leetcode.com/problems/my-calendar-i
730, Count Different Palindromic Subsequences,Hard,StringDynamic Programming,44.5,https://leetcode.com/problems/count-different-palindromic-subsequences
731, My Calendar II,Medium,DesignSegment TreeOrdered Set,53.6,https://leetcode.com/problems/my-calendar-ii
732, My Calendar III,Hard,DesignSegment TreeOrdered Set,66.8,https://leetcode.com/problems/my-calendar-iii
733, Flood Fill,Easy,ArrayDepth-First Search2+,58.4,https://leetcode.com/problems/flood-fill
734, Sentence Similarity,Easy,ArrayHash TableString,43,https://leetcode.com/problems/sentence-similarity
735, Asteroid Collision,Medium,ArrayStack,44.3,https://leetcode.com/problems/asteroid-collision
736, Parse Lisp Expression,Hard,Hash TableStringStack1+,51.3,https://leetcode.com/problems/parse-lisp-expression
737, Sentence Similarity II,Medium,ArrayHash TableString3+,48.3,https://leetcode.com/problems/sentence-similarity-ii
738, Monotone Increasing Digits,Medium,MathGreedy,46.8,https://leetcode.com/problems/monotone-increasing-digits
739, Daily Temperatures,Medium,ArrayStackMonotonic Stack,67.3,https://leetcode.com/problems/daily-temperatures
740, Delete and Earn,Medium,ArrayHash TableDynamic Programming,57.4,https://leetcode.com/problems/delete-and-earn
741, Cherry Pickup,Hard,ArrayDynamic ProgrammingMatrix,36.2,https://leetcode.com/problems/cherry-pickup
742, Closest Leaf in a Binary Tree,Medium,TreeDepth-First Search2+,45.7,https://leetcode.com/problems/closest-leaf-in-a-binary-tree
743, Network Delay Time,Medium,Depth-First SearchBreadth-First Search3+,50.3,https://leetcode.com/problems/network-delay-time
744, Find Smallest Letter Greater Than Target,Easy,ArrayBinary Search,45,https://leetcode.com/problems/find-smallest-letter-greater-than-target
745, Prefix and Suffix Search,Hard,StringDesignTrie,36.6,https://leetcode.com/problems/prefix-and-suffix-search
746, Min Cost Climbing Stairs,Easy,ArrayDynamic Programming,59.2,https://leetcode.com/problems/min-cost-climbing-stairs
747, Largest Number At Least Twice of Others,Easy,ArraySorting,45.4,https://leetcode.com/problems/largest-number-at-least-twice-of-others
748, Shortest Completing Word,Easy,ArrayHash TableString,59,https://leetcode.com/problems/shortest-completing-word
749, Contain Virus,Hard,ArrayDepth-First Search3+,50.3,https://leetcode.com/problems/contain-virus
750, Number Of Corner Rectangles,Medium,ArrayMathDynamic Programming1+,67.5,https://leetcode.com/problems/number-of-corner-rectangles
751, IP to CIDR,Medium,StringBit Manipulation,54.7,https://leetcode.com/problems/ip-to-cidr
752, Open the Lock,Medium,ArrayHash TableString1+,55.4,https://leetcode.com/problems/open-the-lock
753, Cracking the Safe,Hard,Depth-First SearchGraphEulerian Circuit,54.8,https://leetcode.com/problems/cracking-the-safe
754, Reach a Number,Medium,MathBinary Search,41.9,https://leetcode.com/problems/reach-a-number
755, Pour Water,Medium,ArraySimulation,45.7,https://leetcode.com/problems/pour-water
756, Pyramid Transition Matrix,Medium,Bit ManipulationDepth-First Search1+,54.3,https://leetcode.com/problems/pyramid-transition-matrix
757, Set Intersection Size At Least Two,Hard,ArrayGreedySorting,43.2,https://leetcode.com/problems/set-intersection-size-at-least-two
758, Bold Words in String,Medium,ArrayHash TableString2+,50.4,https://leetcode.com/problems/bold-words-in-string
759, Employee Free Time,Hard,ArraySortingHeap (Priority Queue),71.2,https://leetcode.com/problems/employee-free-time
760, Find Anagram Mappings,Easy,ArrayHash Table,82.7,https://leetcode.com/problems/find-anagram-mappings
761, Special Binary String,Hard,StringRecursion,59.9,https://leetcode.com/problems/special-binary-string
762, Prime Number of Set Bits in Binary Representation,Easy,MathBit Manipulation,67,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation
763, Partition Labels,Medium,Hash TableTwo PointersString1+,79.6,https://leetcode.com/problems/partition-labels
764, Largest Plus Sign,Medium,ArrayDynamic Programming,48.5,https://leetcode.com/problems/largest-plus-sign
765, Couples Holding Hands,Hard,GreedyDepth-First Search3+,56.6,https://leetcode.com/problems/couples-holding-hands
766, Toeplitz Matrix,Easy,ArrayMatrix,68.1,https://leetcode.com/problems/toeplitz-matrix
767, Reorganize String,Medium,Hash TableStringGreedy3+,52.2,https://leetcode.com/problems/reorganize-string
768, Max Chunks To Make Sorted II,Hard,ArrayStackGreedy2+,52.1,https://leetcode.com/problems/max-chunks-to-make-sorted-ii
769, Max Chunks To Make Sorted,Medium,ArrayStackGreedy2+,57.7,https://leetcode.com/problems/max-chunks-to-make-sorted
770, Basic Calculator IV,Hard,Hash TableMathString2+,55.9,https://leetcode.com/problems/basic-calculator-iv
771, Jewels and Stones,Easy,Hash TableString,87.8,https://leetcode.com/problems/jewels-and-stones
772, Basic Calculator III,Hard,MathStringStack1+,47.7,https://leetcode.com/problems/basic-calculator-iii
773, Sliding Puzzle,Hard,ArrayBreadth-First SearchMatrix,63.3,https://leetcode.com/problems/sliding-puzzle
774, Minimize Max Distance to Gas Station,Hard,ArrayBinary Search,50.6,https://leetcode.com/problems/minimize-max-distance-to-gas-station
775, Global and Local Inversions,Medium,ArrayMath,44.9,https://leetcode.com/problems/global-and-local-inversions
776, Split BST,Medium,TreeBinary Search TreeRecursion1+,58.5,https://leetcode.com/problems/split-bst
777, Swap Adjacent in LR String,Medium,Two PointersString,36.5,https://leetcode.com/problems/swap-adjacent-in-lr-string
778, Swim in Rising Water,Hard,ArrayBinary SearchDepth-First Search4+,59.1,https://leetcode.com/problems/swim-in-rising-water
779, K-th Symbol in Grammar,Medium,MathBit ManipulationRecursion,40.1,https://leetcode.com/problems/k-th-symbol-in-grammar
780, Reaching Points,Hard,Math,31.7,https://leetcode.com/problems/reaching-points
781, Rabbits in Forest,Medium,ArrayHash TableMath1+,55.6,https://leetcode.com/problems/rabbits-in-forest
782, Transform to Chessboard,Hard,ArrayMathBit Manipulation1+,51.9,https://leetcode.com/problems/transform-to-chessboard
783, Minimum Distance Between BST Nodes,Easy,TreeDepth-First Search3+,56.3,https://leetcode.com/problems/minimum-distance-between-bst-nodes
784, Letter Case Permutation,Medium,StringBacktrackingBit Manipulation,72.7,https://leetcode.com/problems/letter-case-permutation
785, Is Graph Bipartite?,Medium,Depth-First SearchBreadth-First Search2+,51.8,https://leetcode.com/problems/is-graph-bipartite
786, K-th Smallest Prime Fraction,Hard,ArrayBinary SearchHeap (Priority Queue),48.9,https://leetcode.com/problems/k-th-smallest-prime-fraction
787, Cheapest Flights Within K Stops,Medium,Dynamic ProgrammingDepth-First Search4+,35.9,https://leetcode.com/problems/cheapest-flights-within-k-stops
788, Rotated Digits,Medium,MathDynamic Programming,57.1,https://leetcode.com/problems/rotated-digits
789, Escape The Ghosts,Medium,ArrayMath,60.2,https://leetcode.com/problems/escape-the-ghosts
790, Domino and Tromino Tiling,Medium,Dynamic Programming,48,https://leetcode.com/problems/domino-and-tromino-tiling
791, Custom Sort String,Medium,Hash TableStringSorting,69.3,https://leetcode.com/problems/custom-sort-string
792, Number of Matching Subsequences,Medium,Hash TableStringTrie1+,50.6,https://leetcode.com/problems/number-of-matching-subsequences
793, Preimage Size of Factorial Zeroes Function,Hard,MathBinary Search,42,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function
794, Valid Tic-Tac-Toe State,Medium,ArrayString,35.2,https://leetcode.com/problems/valid-tic-tac-toe-state
795, Number of Subarrays with Bounded Maximum,Medium,ArrayTwo Pointers,52.4,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum
796, Rotate String,Easy,StringString Matching,52.7,https://leetcode.com/problems/rotate-string
797, All Paths From Source to Target,Medium,BacktrackingDepth-First Search2+,81,https://leetcode.com/problems/all-paths-from-source-to-target
798, Smallest Rotation with Highest Score,Hard,ArrayPrefix Sum,48.5,https://leetcode.com/problems/smallest-rotation-with-highest-score
799, Champagne Tower,Medium,Dynamic Programming,51.2,https://leetcode.com/problems/champagne-tower
800, Similar RGB Color,Easy,MathStringEnumeration,63.8,https://leetcode.com/problems/similar-rgb-color
801, Minimum Swaps To Make Sequences Increasing,Hard,ArrayDynamic Programming,39.1,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing
802, Find Eventual Safe States,Medium,Depth-First SearchBreadth-First Search2+,53,https://leetcode.com/problems/find-eventual-safe-states
803, Bricks Falling When Hit,Hard,ArrayUnion FindMatrix,34,https://leetcode.com/problems/bricks-falling-when-hit
804, Unique Morse Code Words,Easy,ArrayHash TableString,80.1,https://leetcode.com/problems/unique-morse-code-words
805, Split Array With Same Average,Hard,ArrayMathDynamic Programming2+,26.4,https://leetcode.com/problems/split-array-with-same-average
806, Number of Lines To Write String,Easy,ArrayString,66,https://leetcode.com/problems/number-of-lines-to-write-string
807, Max Increase to Keep City Skyline,Medium,ArrayGreedyMatrix,85.6,https://leetcode.com/problems/max-increase-to-keep-city-skyline
808, Soup Servings,Medium,MathDynamic Programming1+,42.5,https://leetcode.com/problems/soup-servings
809, Expressive Words,Medium,ArrayTwo PointersString,46.4,https://leetcode.com/problems/expressive-words
810, Chalkboard XOR Game,Hard,ArrayMathBit Manipulation2+,53.7,https://leetcode.com/problems/chalkboard-xor-game
811, Subdomain Visit Count,Medium,ArrayHash TableString1+,74.4,https://leetcode.com/problems/subdomain-visit-count
812, Largest Triangle Area,Easy,ArrayMathGeometry,59.7,https://leetcode.com/problems/largest-triangle-area
813, Largest Sum of Averages,Medium,ArrayDynamic Programming,52.6,https://leetcode.com/problems/largest-sum-of-averages
814, Binary Tree Pruning,Medium,TreeDepth-First SearchBinary Tree,70.9,https://leetcode.com/problems/binary-tree-pruning
815, Bus Routes,Hard,ArrayHash TableBreadth-First Search,45.3,https://leetcode.com/problems/bus-routes
816, Ambiguous Coordinates,Medium,StringBacktracking,56,https://leetcode.com/problems/ambiguous-coordinates
817, Linked List Components,Medium,Hash TableLinked List,58.1,https://leetcode.com/problems/linked-list-components
818, Race Car,Hard,Dynamic Programming,43.1,https://leetcode.com/problems/race-car
819, Most Common Word,Easy,Hash TableStringCounting,45.2,https://leetcode.com/problems/most-common-word
820, Short Encoding of Words,Medium,ArrayHash TableString1+,55.3,https://leetcode.com/problems/short-encoding-of-words
821, Shortest Distance to a Character,Easy,ArrayTwo PointersString,71.1,https://leetcode.com/problems/shortest-distance-to-a-character
822, Card Flipping Game,Medium,ArrayHash Table,44.8,https://leetcode.com/problems/card-flipping-game
823, Binary Trees With Factors,Medium,ArrayHash TableDynamic Programming,43.7,https://leetcode.com/problems/binary-trees-with-factors
824, Goat Latin,Easy,String,67.6,https://leetcode.com/problems/goat-latin
825, Friends Of Appropriate Ages,Medium,ArrayTwo PointersBinary Search1+,46.1,https://leetcode.com/problems/friends-of-appropriate-ages
826, Most Profit Assigning Work,Medium,ArrayTwo PointersBinary Search2+,42.6,https://leetcode.com/problems/most-profit-assigning-work
827, Making A Large Island,Hard,ArrayDepth-First Search3+,44.8,https://leetcode.com/problems/making-a-large-island
